Sample Material,ID,MFR,TML,Category,CVCM,Space Code,WVR,Material Usage,Cure
RTV 615 A/B AS 10/1 BW DEVOL LOT JJ308,GSC18564,GSC,0.1,13,0.02,1,0,PAINT BASE,7D
RTV 615 A/B AS 10/1 BW LOT JG202 DEVOL AT 125C,GSC11908,GSC,0.12,14,0.04,1,0.01,POTTING,7D
RTV 615 A/B AS 10/1 BW LOT JG202 DEVOL AT 150C,GSC11920,GSC,0.11,14,0.01,1,0,POTTING,7D
RTV 615 A/B AS 10/1 BW LOT JG202 VIRGIN RESIN,GSC11848,GEC,1.43,14,0.72,1,0,POTTING,7D
RTV 615 A/B AS 10/1 BW LOT KA210,GSC11561,GEC,1.33,14,0.62,1,0,POTTING,7D
RTV 615 A/B AS 10/1 BW LOT KA210,GSC11573,GEC,1.38,0,0.65,1,0.01,POTTING,7D
RTV 615 A/B AS 10/1 BW LOT KA210,GSC11597,GEC,1.42,0,0.64,1,0,POTTING,7D
RTV 615 A/B AS 9/1 BW DEVOL AT 100C,GSC10020,GSC,0.72,14,0.41,1,0.01,POTTING,7D
RTV 615 A/B AS 9/1 BW DEVOL AT 150C,GSC10023,GSC,0.16,14,0.02,1,0.02,POTTING,7D
RTV 615 A/B W ZEOLITE 0.01 INCH LOT 32,GSC24252,AFP,4.59,5,0,1,4.42,ABSORBANT SHEET,
RTV 615 A/B W ZEOLITE 0.02 INCH LOT 168,GSC24249,AFP,5.33,5,0,1,4.88,ABSORBANT SHEET,
RTV 615 A/B W ZEOLITE 0.02 INCH LOT 169,GSC24246,AFP,4.2,5,0.08,1,3.88,ABSORBANT SHEET,
RTV 615 SILICONE,GSFC0887,GEC,1.82,14,0.83,1,,POTTING-ENCAPS,
RTV 615 SILICONE,SRI11813,GEC,1.01,0,0.77,1,,POTTING-ENCAPS,24H
RTV 616 A/B AS 10/1 BW BLACK SILICONE,GSFC6757,GEC,1.41,14,0.66,1,0.01,POTTING,1H
RTV 616 A/B AS 10/1 BW DEVOL A LOT 12/01/86,GSC16024,GSC,0.49,0,0.2,1,0,POTTING,7D
RTV 616 A/B AS 10/1 BW DEVOL A LOT 12/04/86,GSC16026,GSC,0.68,0,0.31,1,0,POTTING,7D
RTV 616 A/B AS 10/1 BW DEVOL A LOT EC174 BATCH 1,GSC15714,GSC,0.27,14,0.12,1,0.01,POTTING,7D
RTV 616 A/B AS 10/1 BW DEVOL A ON 1/28/87 BATCH 1,GSC16118,GSC,0.35,0,0.17,1,0.01,POTTING,7D
RTV 616 A/B AS 10/1 BW DEVOL A ON 1/28/87 BATCH 2,GSC16121,GSC,0.4,0,0.2,1,0.01,POTTING,7D
RTV 616 A/B AS 10/1 BW DEVOL LOT DC170 BATCH 1,GSC13978,GSC,0.3,14,0.03,1,0,POTTING,7D
RTV 619 A/B AS 10/1 BW SILICONE,GSFC3071,GEC,1.3,14,0.5,1,,POTTING,24H
RTV 630 5% BW CAT GRAY SILICONE,GSC12970,GEC,0.73,1,0.46,2,0,ADHESIVE,1H
RTV 630 A/B AS 10/1 BW GRAY MOLDED ISOLATION MOUNT,GSC14199,GEC,0.65,12,0.36,1,0.01,MOLD CPND,2H
RTV 630 A/B AS 10/1 BW GRAY MOLDED ISOLATION MOUNT,GSC14410,GEC,0.05,12,0.02,2,0.01,MOLD CPND,30M
RTV 630 A/B AS 10/1 BW GRAY MOLDED ISOLATION MOUNT,GSC14412,GEC,0.04,12,0.01,2,0.02,MOLD CPND,30M
RTV 630 A/B AS 10/1 BW GRAY MOUNT W/DEVOL RESIN A,GSC14414,GEC,0.37,12,0.11,1,0.02,MOLD CPND,30M
RTV 630 A/B AS 10/1 BW SILICONE,SRI11814,GEC,1.3,0,0.81,2,,POTTING-MOLDING,48H
RTV 630 GRAY SILICONE FROM COMPONENT,GSC13891,GEC,0.42,14,0.23,1,0.03,POTTING,250H
RTV 632 A/B AS 10/1 BW SILICONE,SRI11815,GEC,1.25,0,0.74,2,,POTTING-MOLDING,48H
RTV 655 A/B AS 10/1 BW DEVOL AT 125C LOT KF084,GSC12328,GSC,0.39,14,0.05,1,0.01,ENCAPSULANT,7D
RTV 655 A/B AS 10/1 BW DEVOL LOT KF084 BATCH 1,GSC13927,GSC,0.51,14,0.08,1,0,POTTING,7D
RTV 655 A/B AS 10/1 BW DISTILL @ 177C @ VAC #C82-1,GSC12320,GEV,0.96,14,0.31,1,0.01,POTTING,4H
RTV 655 A/B AS 10/1 BW DISTILL @ 177C @ VAC #C82-2,GSC12322,GEV,0.63,14,0.19,1,0.01,POTTING,4H
RTV 655 A/B AS 10/1 BW VIRGIN RESIN LOT KF084,GSC12415,GEC,3.55,14,0.96,1,0,ENCAPSULANT,7D
RTV 655 SILICONE,SRI11816,GEC,2.72,0,1.27,1,,POTTING,24H
RTV 664 LIGHT BLUE SILICONE,GSC16520,GEC,1.15,12,0.45,1,0,MOLD CPND,
RTV 670 A/B AS 10/1 BW CLEAR SILICONE,GSC12955,GEC,1.42,14,0.7,1,0.02,POTTING,10H
RTV 670 A/B AS 10/1 BW CLEAR SILICONE,GSFC9263,GEC,1.37,14,0.65,1,0,POTTING,7D
RTV 670 A/B AS 10/1 BW CLEAR SILICONE,GSFC9266,GEC,1.25,14,0.59,1,0,POTTING,1H
RTV 670 A/B AS 10/1 BW DEVOL LOT CM206 BATCH 1,GSC13903,GSC,0.06,14,0.02,1,0,POTTING,12H
RTV 700 RED SILICONE MOLDED TERMINAL,GSC11342,GEC,0.51,4,0.32,1,0.02,TERMINAL INSUL,16H
RTV 760 SILICONE FOAM,GSC13469,GEC,1.1,7,0.44,1,0,FOAM,
RTV 77/T-12 AS 100/0.1 BW SILICONE,SRI11728,GEC,1.69,0,1.02,2,,ADH-SEALANT,8H
RTV 8111/CAT 9891 AS 97/3 BW,GSFC0245,GEC,1.36,1,0.41,1,,ADH-POTTING,16H
RTV 8111/CAT 9891 AS 97/3 BW,GSFC0254,GEC,1.02,14,0.28,1,,ADH-POTTING,16H
RTV 8112/CAT 9858 AS 94/6 BW,GSFC0266,GEC,1.31,1,0.33,1,,ADH-POTTING,16H
RTV 8112/CAT 9858 AS 94/6 BW,GSFC0278,GEC,1.09,14,0.35,1,,ADH-POTTING,24H
RTV 8223/CAT 9858 AS 96/4 BW,GSFC0257,GEC,1.23,1,0.21,1,,ADH-POTTING,16H
RTV 8223/CAT 9858 AS 96/4 BW,GSFC0260,GEC,1.12,14,0.28,1,,ADH-POTTING,16H
RTV 8243/CAT 9858 AS 96/4 BW,GSFC0341,GEC,1.38,1,0.15,1,,ADH-ENCAPS,16H
RTV 8243/CAT 9858 AS 96/4 BW,GSFC0344,GEC,1.16,14,0.23,1,,ADH-ENCAPS,24H
RTV 8262/CAT 9858 AS 20/1 BW,GSFC2623,GEC,0.68,1,0.22,2,,ADH-ENCAPS,72H
RTV 8262/CAT 9858 AS 94/6 BW,GSFC0376,GEC,0.73,14,0.24,1,,ADH-ENCAPS,24H
RTV 8262/CAT 9858 AS 94/6 BW,GSFC0379,GEC,0.79,1,0.25,1,,ADH-ENCAPS,16H
RTV 8263/CAT 9858 AS 96/4 BW,GSFC0359,GEC,0.87,14,0.17,1,,ADH-ENCAPS,24H
RTV 8263/CAT 9858 AS 96/4 BW,GSFC0362,GEC,0.9,1,0.21,1,,ADH-ENCAPS,16H
RTV 8372/CAT 9858 AS 95/5 BW,GSFC0347,GEC,1.41,1,0.28,1,,SILICONE,16H
RTV 8372/CAT 9858 AS 95/5 BW,GSFC0350,GEC,1.32,14,0.21,1,,SILICONE,24H
RTV 8373/CAT 9858 AS 97/3 BW,GSFC0394,GEC,1.19,14,0.2,1,,SILICONE,16H
RTV 8373/CAT 9858 AS 97/3 BW,GSFC0397,GEC,1.31,1,0.22,1,,SILICONE,16H
RTV 8382/CAT 9858 AS 95/5 BW,GSFC0388,GEC,1.22,14,0.38,1,,ADH-SEALANT,16H
RTV 8382/CAT 9858 AS 95/5 BW,GSFC0391,GEC,1.1,1,0.36,1,,ADH-SEALANT,16H
RTV 8383/CAT 9858 AS 97/3 BW,GSFC0382,GEC,0.66,14,0.23,1,,SILICONE,24H
RTV 8383/CAT 9858 AS 97/3 BW,GSFC0385,GEC,0.73,1,0.21,1,,SILICONE,16H
RTV 88/T-12 AS 100/0.1 BW SILICONE,SRI11801,GEC,0.66,0,0.36,2,,ADH-SEALANT,24H
RTV 90 SILICONE,SRI11802,GEC,0.62,0,0.49,1,,ADH-SEALANT,24H
RTV S-691 A/B AS 9/1 BW RED SILICONE,GSC25065,WAC,0.6,1,0.12,1,0.03,ADHESIVE,7D
RTV S-691 A/B AS 9/1 BW RED SILICONE,GSC25092,WAC,0.26,1,0.08,1,0.02,ADHESIVE,6H
"RTV566 PREMIXED SYRINGE, FROZEN",GSC31219,GEC,0.08,1,0,1,0.03,ADHESIVE,
RTV-E ONE PART WHITE SILICONE,GSC18973,DCC,1.4,14,0.55,3,0.03,POTTING,1H
RTVS 3-165 A/B AS 10/1 PBW LIGHT BLUE SILICONE,GSC21139,PSL,1.25,14,0.22,1,0.01,POTTING,5H
RTVS 3-165 A/B AS 10/1 PBW LIGHT BLUE SILICONE,GSC21169,PSL,1.25,14,0.21,2,0,POTTING,22H
RTVS 3-165 A/B AS 10/1 PBW LT BLUE SILICONE PROCCURE,GSC21166,PSL,1.24,14,0.22,1,0.01,POTTING,
RTVS 3-165LO A/B AS 10/1 PBW LT BLUE SILICONE,GSC21301,PSL,0.91,14,0.2,1,0,POTTING,17H
RTVS-46,GSC23601,PSL,1.02,3,0.52,1,0.01,POTTING,1H
RTVS-46,GSC23604,PSL,0.92,3,0.46,1,0.01,POTTING,2H
RUBBER BLACK MIL G1149B TYPE 1 CL 1 CERT 7224,GSC16595,ZZZ,13.78,0,8.37,1,0.1,GASKET,
RUBBER DAM LATEX RUBBER SHEET,GSFC2815,DRC,1.76,15,0.52,1,,GASKET,
RULON 123 BLACK PTFE,GSC21587,DIX,0.01,8,0.01,1,0.01,BEARING MATERIAL,
RULON 123 TEFLON FILLED BEARING MATERIAL,GSFC3505,DIX,0,8,0,1,,BEARING MATL,
RULON 488 BLUE/GREEN PTFE,GSC21581,DIX,0.01,8,0,1,0.01,BEARING MATERIAL,
RULON 641 FILLED WHITE PTFE,GSC21533,DIX,0.01,8,0,1,0,BEARING MATERIAL,
RULON A TEFLON FILLED BEARING MATERIAL,GSFC3477,DIX,0,8,0,1,,BEARING MATL,
RULON AR RED PTFE,GSC21537,DIX,0.01,8,0.01,1,0,BEARING MATERIAL,
RULON B TEFLON FILLED BEARING MATERIAL,GSFC3479,DIX,0,8,0,1,,BEARING MATL,
RULON C TEFLON FILLED BEARING MATERIAL,GSFC3481,DIX,0,8,0,1,,BEARING MATL,
RULON E GRAY PTFE,GSC21583,DIX,0.03,8,0.01,1,0.02,BEARING MATERIAL,
RULON F OLIVE GREEN PTFE BEARING LINER,GSC21513,DIX,0.05,8,0.01,1,0,SOLID LUBE,
RULON F OLIVE GREEN SOLID LUBRICANT SHEET,GSC17418,DIX,0.06,8,0.02,1,0.04,BEARING MATL,
RULON FCJ LAYERED EPOXY/GLASS/PTFE/RULON F LINER,GSC21541,DIX,0.09,8,0,1,0.05,BEARING MATERIAL,
RULON II MAROON POLYMER ALLOY,GSC21535,DIX,0.19,12,0.01,1,0.09,MOLD CPND,
RULON J TEFLON FILLED BEARING MATERIAL,GSFC3501,DIX,0.1,8,0.01,1,,BEARING MATL,
RULON J YELLOW/BROWN POLYMERIC FILLED PTFE,GSC21585,DIX,0.18,8,0.01,1,0.09,BEARING MATERIAL,
RULON LD TEFLON FILLED BEARING MATERIAL,GSFC3503,DIX,0,8,0,1,,BEARING MATL,
RULON LIQUID/F,GSC19153,DIX,12.74,8,6.87,1,0.05,DRY FILM LUBE,7D
RULON LR RED PTFE,GSC21579,DIX,0,8,0,1,0.01,BEARING MATERIAL,
RULON W2 BLACK CARBON/GRAPHITE FILLED PTFE,GSC21543,DIX,0.01,8,0,1,0,BEARING MATERIAL,
RULON XR-894 RED PTFE,GSC21545,DIX,0.01,8,0.01,1,0,BEARING MATERIAL,
RV 401 SPOOL EPOXY/FIBERGLASS,GSFC9341,SPI,0.32,4,0,1,0.17,COIL FORM,
RVMC 31 AMBER UNDERCOAT,GSC17724,RVM,2.61,3,0.09,1,0.56,UNDERCOAT,45M
RYNITE E37628-34-6 TAN PELLETS UNMOLDED,GSC14388,DUP,0.56,12,0.27,1,0.12,MOLD CPND,
RYNITE E37641-18-1 TAN PELLETS UNMOLDED,GSC14390,DUP,0.21,12,0.01,1,0.1,MOLD CPND,
RYNITE E37641-18-2 TAN PELLETS UNMOLDED,GSC14392,DUP,0.81,12,0.35,1,0.1,MOLD CPND,
RYNITE FR530 BK507,GSC31369,DUP,0.35,12,0.11,1,0.1,MOLDING COUMPOUND,
RYNITE FR530 BK507,GSC31372,DUP,0.25,12,0.03,1,0.11,MOLDING COUMPOUND,24H
RYNITE FR530 BK507,GSC31375,DUP,0.21,12,0.02,1,0.1,MOLDING COUMPOUND,24H
RYNITE FR530 BK507 MOLDING CPND BLACK,GSC14324,DUP,0.71,12,0.37,1,0.07,MOLD CPND,
RYNITE FR530 MOLDING CPND BLACK CONNECTOR,GSC14142,DUP,0.74,12,0.36,1,0.07,CONNECTOR,
RYNITE FR530 NC10 MOLDING CPND IVORY,GSC14326,DUP,0.62,12,0.28,1,0.07,MOLD CPND,
RYNITE RE9057 POLYESTER MOLDING CPND WHITE CONNECTOR,GSC25101,DUP,0.21,4,0.02,1,0.08,CONNECTOR,
RYNITE RE9057 POLYESTER MOLDING CPND WHITE CONNECTOR,GSC25104,DUP,0.22,4,0.02,1,0.08,CONNECTOR,
RYTON 406 BLACK POLYPHENYLENE SULFIDE,GSC18258,PHP,0.18,12,0,1,0.05,MOLD CPND,
RYTON A-200 BLUE POLYPHENYLENE SULFIDE,GSC17538,PHP,0.14,12,0,1,0.03,MOLD CPND,
RYTON BR-90A BLACK POLYPHENYLENE SULFIDE,GSC18256,PHP,0.15,12,0.01,1,0.04,MOLD CPND,
RYTON R3 POLYPHENYLENE SULFIDE,GSC15495,PHP,0.1,12,0.02,1,0.01,MOLD CPND,
RYTON R-4 BROWN POLYPHENYLENE SULFIDE,GSC18234,PHP,0.12,12,0.01,1,0.03,MOLD CPND,
RYTON R-4 POLYPHENYLENE SULFIDE/40% GLASS,GSFC6826,PHP,0.09,12,0,1,0.01,MOLD CPND,
RYTON R404 BROWN POLYPHENYLENE SULFIDE,GSC17506,PHP,0.14,12,0,1,0.04,MOLD CPND,
RYTON R-4-06LV BLACK,GSC23544,PNP,0.22,12,0.01,1,0.09,MOLDING COMPOUND,
RYTON R-7 TAN POLYPHENYLENE SULFIDE,GSC17540,PHP,0.12,12,0,1,0.01,MOLD CPND,
RZ STA-KON TERMINAL SLEEVES - NYLON,GSFC6035,TBT,3.32,2,0.06,1,1.31,INSULATION,
S-1009 EPOXY ADHESIVE,GSC13867,RCC,1.63,1,0.04,1,0.27,ADHESIVE,24H
S102 D10-10 FASTENER GRAY ANODIZE,GSFC5601,DEL,0.02,99,0.01,1,,FASTENER,
S-1184 EQ PARTS FR TUBES SILVER FILLED EPOXY,GSC17488,RCC,1.28,1,0.05,1,0.14,COND ADHESIVE,24H
S-1185 ELEC COND HOT MELT TAPE,GSC17490,RCC,2.42,5,1.03,1,0.26,COND SHIELD,5M
S-13-G SILICONE WHITE PAINT,GSFC2245,ITR,0.42,13,0.09,2,,PAINT,48H
S-13-G WHITE PAINT BATCH 427 IITRI,GSFC4594,ITR,0.26,0,0.03,1,,PAINT,
S-13-G WHITE PAINT C-120 IITRI,GSFC3033,ITR,0.36,0,0.01,1,,PAINT,
S-13-G WHITE PAINT C-121 IITRI,GSFC3035,ITR,0.76,0,0.27,1,,PAINT,
S-13-G WHITE PAINT C-122 IITRI,GSFC3059,ITR,0.71,0,0.22,1,,PAINT,
S-13-G WHITE PAINT C-154 IITRI,GSFC3095,ITR,0.42,0,0.03,1,,PAINT,
S-13-G WHITE PAINT C-155 IITRI,GSFC3137,ITR,0.48,0,0.08,1,,PAINT,
S-13-G WHITE PAINT C-156 IITRI,GSFC3155,ITR,0.48,0,0.12,1,,PAINT,
S-13-G WHITE PAINT C-157 IITRI,GSFC3135,ITR,0.4,0,0.06,1,,PAINT,
S-13-G WHITE PAINT C-158 IITRI,GSFC3157,ITR,0.48,0,0.1,1,,PAINT,
S-13-G WHITE PAINT C-159 IITRI,GSFC3097,ITR,0.78,0,0.24,1,,PAINT,
S-13-G WHITE PAINT C-160 IITRI,GSFC3037,ITR,0.8,0,0.25,1,,PAINT,
S-13-G WHITE PAINT STANDARD D236C,GSFC5845,ITR,0.82,13,0.16,1,,PAINT,24H
S-13-G WHITE PAINT/NO PRIMER/STRIPPED/BATCH 581,GSFC2659,ITR,0.88,0,0.3,1,,PAINT,10D
S-13-G WHITE PAINT/NO PRIMER/UNSTRIPPED,GSFC2665,ITR,0.77,0,0.22,1,,PAINT,10D
S-13-G WHITE PAINT/PRIMER/STRIPPED/BATCH 581,GSFC2657,ITR,0.93,0,0.27,1,,PAINT,10D
S-13-G WHITE PAINT/PRIMER/UNSTRIPPED,GSFC2667,ITR,0.81,0,0.23,1,,PAINT,10D
S-13-G-LO CLEAR VEHICLE FILM BATCH E-460,GSFC9835,ITR,0.57,0,0.03,1,0.02,PAINT BASE,
S-13-G-LO CLEAR VEHICLE FILM BATCH E-466,GSFC9838,ITR,0.54,0,0.02,1,0.02,PAINT BASE,
S-13-G-LO SERIES F-061 CLEAR SILICONE FILM,GSC10344,ITR,0.56,0,0.02,1,0.01,COATING,
S-13-G-LO SERIES F-061A WHITE SILICONE FILM,GSC10347,ITR,0.48,0,0.02,1,0.08,COATING,
S-13-G-LO WHITE PAINT,GSFC5987,ITR,0.56,13,0.13,2,0.06,PAINT,48H
S-13-G-LO WHITE PAINT A/B AS 100/1 BW W/TOLUENE,GSFC4740,ITR,0.54,13,0.1,1,,PAINT,7D
S-13-G-LO WHITE PAINT C454B,GSFC5847,ITR,0.4,0,0.01,1,,PAINT,1H
S-13-G-LO WHITE PAINT D236A MOL STILL PROC,GSFC5849,ITR,0.72,0,0.14,1,,PAINT,24H
S-13-G-LO WHITE PAINT D236B ROTO STILL PROC,GSFC5851,ITR,0.44,0,0.01,1,,PAINT,24H
S-13-G-LO WHITE PAINT E-127 NO PRIMER,GSFC6878,ITR,0.5,13,0.12,1,0.09,PAINT,
S-13-G-LO WHITE PAINT W/PRIMER BATCH E-389,GSFC9041,ITR,0.37,13,0.02,1,0.17,PAINT,
S-13-G-LO WHITE PAINT/EXP PRIMER BATCH E-471-A,GSFC9862,ITR,0.5,0,0.03,1,0.17,PAINT,
S-13-G-LO WHITE PAINT/SS 4044 PRIMER  BATCH E-406,GSFC9218,ITR,0.44,13,0.04,1,0.13,PAINT,
S-13-G-LO WHITE PAINT/SS 4044 PRIMER BATCH E-425,GSC10826,ITR,0.35,0,0.04,1,0.08,PAINT,
S-13-G-LO WHITE PAINT/SS 4044 PRIMER BATCH E-439,GSFC9383,ITR,0.38,0,0.04,1,0.09,PAINT,
S-13-G-LO WHITE PAINT/SS 4044 PRIMER BATCH E-471,GSFC9859,ITR,0.5,0,0.02,1,0.17,PAINT,
S-13-G-LO WHITE PAINT/SS 4044 PRIMER BATCH E-497,GSFC9820,ITR,0.4,13,0.02,1,0.12,PAINT,
S-13-G-LO WHITE PAINT/SS 4044 PRIMER BATCH E-521,GSC10829,ITR,0.4,0,0.03,1,0.12,PAINT,
S-13-G-LO WHITE PAINT/SS 4044 PRIMER BATCH E-555,GSC10832,ITR,0.47,13,0.03,1,0.1,PAINT,
S-13-G-LO WHITE SILICONE PAINT A/B AS 100/1 BW,GSFC4690,ITR,0.59,0,0.11,1,,PAINT,7D
S-13-G-LO/RCA PRIMER A-1100/F,GSC16662,RCA,0.33,13,0.02,1,0.15,PAINT COMPOSITE,60H
S-13-G-LO-1 WHITE PAINT L-048 IITRI,GSC16160,ITR,0.3,14,0.01,1,0.16,PAINT,21D
S-2/BISPHENOL A FIVERGLAS/EPOXY COMPOSIT,GSC33202,DSC,0.13,99,0,1,0.03,BATTEN,
S-222 SOLDER MASK,GSC28693,TAI,0.55,3,0.02,2,0.23,SOLDER MASK,45M
S408 DRY FILM MOLD RELEASE AEROSOL/F,GSC21317,STQ,13.4,3,7.2,1,0.43,MOLD RELEASE,
S-896 ELECTROVUE/581 ASTROQUARTZ,GSC25822,FCT,0.36,6,0.28,1,0,SHEET MATERIAL,
S-896 ELECTROVUE/EPTFE,GSC25819,FCT,0.93,6,0.47,1,0,SHEET MATERIAL,
SA 1804/SB 1803 AS 10/3 PBW BLACK EPOXY,GSC20237,EPM,1.92,14,0.11,1,0.24,POTTING,2H
SABRITEC D-SUB PLUG SILICON RUBBER STRAIN RELIEF BOOT,GSC33868,SBT,0.19,18,0.02,1,0.05,STRAIN RELIEF BOOT,24H
SAF'N'SHIELDED SAF'N'40 GRAY FELT,GSC19387,INP,0.41,5,0.05,1,0.05,RF SHIELD,
SAF'N'SHIELDED SAF'N'80 COPPER CLAD FELT,GSC19390,INP,0.13,5,0.02,1,0.01,RF SHIELD,
SAIL CLOTH ALUMINIZED,GSFC3770,ADL,0.43,6,0.06,1,,THERMAL CONTROL,
SAIL COMPOSITE MYLAR/ALUM/NYLON/WHITE PAINT,GSFC5148,MSF,0.97,6,0.22,1,,THERMAL CONTROL,
SAINT GOBAIN TYPE K-102 POLYIMIDE TAPE/ADHESIVE,GSC30946,STG,1.86,16,0.03,1,1.46,TAPE,
SAINT-GOBAIN V744 FOAM TAPE WITH ACRYLIC ADHESIVE,GSC29701,STG,34.92,16,10.4,1,0.05,TAPE,
SAM SILICONE RESIN RIGIDIZED W/SILICA FIBERS,GSFC5024,GEV,0.2,99,0.02,1,,ABLATIVE,16H
SAMTEC PIN SOCKETS BLACK THERMOPLASTIC,GSC18128,SAM,0.41,12,0.11,1,0.08,MOLD CPND,
SANDOZ BLACK DYE BK - PELLET,GSFC4564,SNZ,6.62,99,0.01,1,,DYE POWDER,
SANDOZ DEEP BLACK DYE MLW - PELLET,GSFC4566,SNZ,6.22,99,0,1,,DYE POWDER,
SANDOZ FAST BLACK DYE OA - PELLET,GSFC4568,SNZ,12.05,99,0.12,1,,DYE POWDER,
SANDOZ FAST BLACK DYE OA - PELLET,GSFC6263,SNZ,13.83,99,0.04,1,13.07,DYE POWDER,
SANFORD 580 BLACK STAMP PAD INK,SRI10601,SAN,88.4,0,0.2,1,,INK,1H
SANFORD 58757 STAMP PAD INK FR APPLICATOR/F,GSC18204,SAN,9.21,11,0.03,1,0.57,MARKING INK,14D
SANFORD MR SKETCH 2000 FELT TIP MARKER,GSC13296,SAN,33.7,11,16.31,1,0.15,MARKER,
SANFORD RUB-A-DUB LAUNDRY MARKER,GSC28378,SAN,8.8,11,0.11,1,0.41,INK,
SANTOPRENE THERMOPLASTIC RUBBER FLAME RETARDANT,GSC24030,AER,16.81,4,10.63,1,0.04,CONNECTOR,
SANTOPRENE THERMOPLASTIC RUBBER ID# 111-45 BLACK,GSC26482,AER,20.2,12,14.12,1,0.11,MOLDING COMPOUND,
SANTOPRENE THERMOPLASTIC RUBBER ID# 211-45 WHITE,GSC26485,AER,16.81,12,10.07,1,0.03,MOLDING COMPOUND,
SANTOVAC 5 OIL - POLYPHENYL ETHER,GSC17666,MON,6.24,8,4.09,1,0.02,LUBRICANT,
SARAN F310 POWDER LOT C301508,GSC10904,DCC,2.71,3,0.03,1,0.15,COATING,
"SARLINK 4370 THERMOPLASTIC ELASTOMER, FIBER BOOT",GSC30127,SRK,8.84,15,5.57,2,0.05,ELASTOMER,30H
"SARLINK 4370 THERMOPLASTIC ELASTOMER, RAW MATERIAL",GSC30124,SRK,9.01,15,5.64,1,1.58,ELASTOMER,
SB 1020 GLASS REINFORCED SILICONE RUBBER TAPE,GSFC8267,MOX,0.9,16,0.33,1,0,TAPE,
SB 1020 GLASS REINFORCED SILICONE RUBBER TAPE,GSFC8387,MOX,0.25,16,0.05,1,0.03,TAPE,16H
SB 1020 GLASS REINFORCED SILICONE RUBBER TAPE,GSFC8858,MOX,0.82,0,0.42,1,0.04,TAPE,16H
SB TAPE,GSFC8780,BIS,2.17,16,0.36,1,0.39,TAPE,
SBR RUBBER STANDARD,GSFC0149,MON,7.23,15,2.34,1,,RUBBER,
SBR RUBBER STANDARD UNCURED,GSFC0137,MON,8.9,15,3.1,1,,RUBBER,
SC 500 FLEXIBLE POLYIMIDE FOAM,GSC18740,IMI,0.74,7,0.12,1,0.25,FOAM,
SC-25-1B ONE COMPONENT THERM COND SILICONE,GSC13629,EMC,2.31,1,0.13,1,0,ADHESIVE,48H
SC-308 A/B AS 1/1 BW GRAY SILICONE,GSC26122,LOR,1.27,6,0.13,1,0.03,SHEET MATERIAL,45M
SCAM BELT,GSFC7970,DUP,0.62,0,0.06,1,0.25,BELT,
SC-CONCIL CONDUCTIVE ELASTOMER,GSC32458,CHO,1.11,15,0.22,1,0.01,SEAL,
SC-CONCIL CONDUCTIVE ELASTOMER - VACUUM BAKED,GSC32327,CHO,0.15,15,0.04,1,0.02,SEAL,72H
SCHENECTADY VARNISH 170,GSFC3153,SCH,1.19,13,0.23,1,,VARNISH,12H
SCHNELLKLEBSTOFF X-60 STRAIN GAUGE ADHESIVE,GSFC4162,HBM,1.26,0,0.01,1,,ADHESIVE,
"SCHP - 7901 SOLDER MASK, UV 2 JOULE/SQ CM",GSC28681,TAI,0.13,3,0.06,1,0.04,SOLDER MASK,60M
SCI REZ 80/S GLASS FILAMENT WOUND COMPOSITE,GSFC3670,SCI,0.22,10,0.03,4,,BAND,4H
SCI REZ 81 GAMMA ALUMINA,GSC23556,SCI,0.38,10,0.01,3,0.03,COMPOSITE,2H
"SCOTCH BRAND TAPE #92, KAPTON WITH SILICONE ADHESIVE",GSC33604,MMM,1.72,16,0.56,1,0.51,TAPE,
SCOTCH CAST 263 POWDER EPOXY RESIN GREEN,GSC22921,MMM,0.94,3,0,2,0.3,COATING,20M
SCOTCH CAST 281 A/B AS 1/1 BW TAN EPOXY,GSC22567,MMM,1.45,0,0.83,2,0.1,ENCAPSULATION,16H
SCOTCH CAST 281 A/B AS 2/3 BW TAN EPOXY,GSC22564,MMM,0.37,14,0.05,2,0.1,ENCAPSULATION,16H
SCOTCH CAST 281 A/B AS 2/3 PBW TAN EPOXY,GSC22276,MMM,0.46,14,0.05,1,0.11,POTTING,15H
SCOTCH CAST 281 A/B AS 3/2 BW TAN EPOXY,GSC22570,MMM,4.83,0,3.14,2,0.11,ENCAPSULATION,16H
SCOTCH MAGIC TAPE 810,GSC29536,MMM,7.23,16,0,1,1.64,TAPE,
SCOTCHBOND 4170 STUD LOCKING RED ADH-SEALANT F/BOLTS,GSFC9701,MMM,25.41,1,7.76,1,1.81,ADH-SEALANT,72H
SCOTCHBOND 4170 STUD LOCKING RED ADH-SEALANT F/BOLTS,GSFC9873,MMM,22.99,0,5.99,1,2.75,ADH-SEALANT,30D
SCOTCHBOND 4170 STUD LOCKING RED ADH-SEALANT F/BOLTS,GSFC9974,MMM,20.39,0,5.02,1,3.02,ADH-SEALANT,45D
SCOTCHBOND 4171 NUT LOCKING BLUE FROM BOLTS,GSFC9745,MMM,25.66,1,9.76,1,2.27,ADH-SEALANT,72H
SCOTCHBOND 4171 NUT LOCKING BLUE FROM BOLTS,GSFC9875,MMM,23.07,0,7.77,1,2.66,ADH-SEALANT,30D
SCOTCHBOND 4171 NUT LOCKING BLUE FROM BOLTS,GSFC9976,MMM,23.73,0,7.7,1,2.59,ADH-SEALANT,45D
